APTF,7
<<Description>>

<<Creator>>
Unknown
<<Category>>

<<Objects>>
174	M54	NGC6715	18.9175492	-30.4795836	8.50	999.00	9.1	0.00	Globular	Messier	53		0	0.0000000
175	M55	NGC6809	19.6666242	-30.9622231	7.00	999.00	19	0.00	Globular	Messier	54		0	0.0000000
176	M56	NGC6779	19.2765828	30.1837503	9.50	999.00	7.1	0.00	Globular	Messier	55		0	0.0000000
177	M57	Ring Nebula	18.8930856	33.0289153	9.50	999.00	2.5	0.00	P Neb	Messier	56		0	0.0000000
178	M58	NGC4579,UGC7796	12.6287889	11.8183336	10.40	999.00	6x4.8	0.00	Galaxy	Messier	57		95	0.0000000
179	M59	NGC4621,UGC7858	12.7006444	11.6466389	10.70	999.00	5.3x4	0.00	Galaxy	Messier	58		165	0.0000000
180	M60	NGC4649,UGC7898	12.7277697	11.5522222	9.80	999.00	7.6x6.2	0.00	Galaxy	Messier	59		105	0.0000000
181	M61	Swelling Spiral	12.3652544	4.4730058	10.10	999.00	6.5x5.9	0.00	Galaxy	Messier	60		0	0.0000000
182	M62	Flickering Globular	17.0202408	-30.1124172	8.00	999.00	14.1	0.00	Globular	Messier	61		0	0.0000000
183	M63	Sunflower Galaxy	13.2636719	42.0294456	9.30	999.00	12.6x7.5	0.00	Galaxy	Messier	62		105	0.0000000
184	M64	Black Eye Galaxy, Sleeping Beauty Galaxy	12.9454614	21.6826725	9.30	999.00	10.3x5	0.00	Galaxy	Messier	63		115	0.0000000
185	M65	Leo Triplet	11.3155061	13.0920553	10.10	999.00	9x2.3	0.00	Galaxy	Messier	64		174	0.0000000
186	M66	Leo Triplet	11.3374997	12.9906942	9.70	999.00	9.1x4.1	0.00	Galaxy	Messier	65		173	0.0000000
187	M67	King Cobra	8.8549994	11.8000003	7.50	999.00	30	0.00	Open	Messier	66		0	0.0000000
188	M68	NGC4590	12.6578197	-26.7421397	9.00	999.00	12	0.00	Globular	Messier	67		0	0.0000000
189	M69	NGC6637	18.5230561	-32.3476372	9.00	999.00	7.1	0.00	Globular	Messier	68		0	0.0000000
190	M70	NGC6681	18.7201386	-32.2908325	9.00	999.00	7.8	0.00	Globular	Messier	69		0	0.0000000
191	M71	NGC6838	19.8961583	18.7782497	8.50	999.00	7.2	0.00	Globular	Messier	70		0	0.0000000
192	M72	NGC6981	20.8910617	-12.5373058	10.00	999.00	5.9	0.00	Globular	Messier	71		0	0.0000000
193	M73	NGC6994	20.9822217	-12.6352778	9.00	999.00	3	0.00	Open+Asterism	Messier	72		0	0.0000000
194	M74	The Phantom	1.6116167	15.7834997	9.80	999.00	10x9.4	0.00	Galaxy	Messier	73		25	0.0000000
195	M75	NGC6864	20.1013356	-21.9218883	9.50	999.00	6	0.00	Globular	Messier	74		0	0.0000000
196	M76	Little Dumbbell Nebula	1.7050278	51.5708350	12.00	999.00	4.8	0.00	P Neb	Messier	75		0	0.0000000
197	M77	Cetus A	2.7113022	-0.0133722	9.70	999.00	7.3x6.3	0.00	Galaxy	Messier	76		70	0.0000000
198	M78	NGC2068	5.7791667	0.0800000	8.00	999.00	8	0.00	D Neb	Messier	77		0	0.0000000
199	M79	NGC1904	5.4029444	-24.5248050	8.50	999.00	8.7	0.00	Globular	Messier	78		0	0.0000000
200	M80	NGC6093	16.2841186	-22.9755000	8.50	999.00	8.9	0.00	Globular	Messier	79		0	0.0000000
201	M81	Bode's Galaxy	9.9259014	69.0655747	7.80	999.00	24.9x11.5	0.00	Galaxy	Messier	80		157	0.0000000
202	M82	Cigar Galaxy, Ursa Major A	9.9313106	69.6806411	9.20	999.00	10.5x5.1	0.00	Galaxy	Messier	81		65	0.0000000
203	M83	Southern Pinwheel Galaxy	13.6167611	-29.8642503	8.00	999.00	13.1x12.2	0.00	Galaxy	Messier	82		0	0.0000000
204	M84	NGC4374,UGC7494	12.4176836	12.8867778	10.20	999.00	6.7x6	0.00	Galaxy	Messier	83		135	0.0000000
205	M85	NGC4382,UGC7508	12.4233733	18.1908092	10.00	999.00	7.4x5.9	0.00	Galaxy	Messier	84		0	0.0000000
