"# Observations","Air Mass","Altitude","Annotations","Apparent Mag","Avg. Rating","Avg. Rating (Numeric)","Azimuth","Best Eyepiece","Best Magnification","Best Time","Catalogue","Catalogue Notes","Chart #","Components","Constellation","Dark Time Duration","Dark Time End","Dark Time Start","Date of Opposition","Dec","Difficulty Index","Ecliptic Latitude","Ecliptic Longitude","Extinction","Found","Galactic Latitude","Galactic Longitude","Heliocentric JDate","Hour Angle","ID","Log Object Contrast","Lord's Rating","Magnitude","Magnitude2","Moon Distance","Name","Observability","ODM","Parallactic Angle","PCW Level","Period","Plan Seq #","Pos.Angle","Probability","Probability 2","RA","Rise Time","Separation","Set Time","Size","Spectral","Splitability","Splittable Aperture","Sun Distance","Surface Brightness","Transit Altitude","Transit Date","Transit Time","Type","User Notes","Visible"
"0","999","-80.62","","","","0","186.18","5mm (200X)","373.3859944","-01h 00m 00s","NGC","","9","","Car","-99","-01h 00m 00s","-01h 00m 00s","2020-02-04","-58.31667","-999","-66.07","184.38","999","No","-5.94","278.16","-0.0022344","11h 52m 20s","C90","1.2266142","","10","","103.4","NGC2867","0","373x","172.27","2","0","91","0","100","0","9.356667","-02h 00m 00s","","-02h 00m 00s","0","","No","0","67.24","15.1334645","-17.32","2020-02-20 02:54:19","08h 23m 26s","P Neb","!! PN  = *8, vS, R, *15, 59deg , 13""",""
"0","999","-70.98","","","","0","228.87","21mm (48X)","27.5","-01h 00m 00s","NGC","","9","","Car","-99","-01h 00m 00s","-01h 00m 00s","2020-03-02","-58.66667","-999","-56.27","204.37","999","No","1.46","289.63","-0.0032041","10h 07m 20s","C91","-0.8520512","","3","","116.64","NGC3532","0","28x","108.16","1","0","92","0","100","0","11.106667","-02h 00m 00s","","-02h 00m 00s","55","","No","0","56.3","20.330128","-17.67","2020-03-17 19:49:31","10h 08m 26s","Open","!!, Cl, eL, R, lC, st 8...12",""
"0","999","-73.13","","","","0","221.48","","0","-01h 00m 00s","NGC","","9","","Car","-99","-01h 00m 00s","-01h 00m 00s","2020-02-25","-59.86666","-999","-59.17","202.2","999","No","-0.86","287.54","-0.0029598","10h 29m 56s","C92","999","","","","113.51","NGC3372","0","n/a","120.04","2","0","93","0","-1","0","10.729999","-02h 00m 00s","","-02h 00m 00s","120","","No","0","59.17","999","-18.87","2020-03-12 01:52:28","09h 45m 50s","E Neb","! great neb, eta Car",""
"0","999","-21.8","","","","0","195.97","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Pav","-99","-01h 00m 00s","-01h 00m 00s","2020-07-18","-59.98333","-999","-37.22","281.03","999","No","-25.63","336.5","-0.0008618","02h 02m 50s","C93","-0.9505861","","5.4","","111.8","NGC6752","0","28x","21.15","1","0","94","0","100","0","19.181667","-02h 00m 00s","","-02h 00m 00s","20","","No","0","81.42","20.5764654","-18.98","2020-07-19 01:12:48","18h 12m 56s","Globular","glob. cl. , B, vL, iR, rrr, st 11...16",""
"0","999","-57.37","","","","0","228.73","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Cru","-99","-01h 00m 00s","-01h 00m 00s","2020-04-12","-60.33333","-999","-48.73","223.12","999","No","2.54","303.2","-0.0035494","08h 20m 08s","C94","0.1486742","","4.2","","126.14","NGC4755","0","28x","85.08","2","0","95","0","100","0","12.893333","-02h 00m 00s","","-02h 00m 00s","10","","No","0","52.08","17.8283145","-19.33","2020-04-14 02:10:26","11h 55m 38s","Open","Cl, vL, st vB (kappa Cru)",""
"0","999","-35.94","","","","0","216.43","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","TrA","-99","-01h 00m 00s","-01h 00m 00s","2020-05-31","-60.5","-999","-38.86","252.1","999","No","-5.97","324.54","-0.0028742","05h 10m 02s","C95","-0.3696883","","5.1","","128.65","NGC6025","0","28x","52.3","2","0","96","0","100","0","16.061666","-02h 00m 00s","","-02h 00m 00s","12","","No","0","60.16","19.1242208","-19.5","2020-06-01 10:32:39","15h 05m 44s","Open","Cl, B, vL, pRi, lC, st 7...",""
"0","999","-74.05","","","","0","145.07","21mm (48X)","27.5","-01h 00m 00s","NGC","","9","","Car","-99","-01h 00m 00s","-01h 00m 00s","2020-01-14","-60.86666","-999","-75.89","170.3","999","No","-15.88","273.93","-0.0011998","-10h 44m 34s","C96","-0.6455683","","3.8","","93.37","NGC2516","0","28x","-129.51","1","0","97","0","100","0","7.971667","-02h 00m 00s","","-02h 00m 00s","30","","No","0","78.01","19.8139208","-19.87","2020-01-29 23:39:46","07h 00m 20s","Open","Cl, vB, vL, pRi, st 7...13",""
"0","999","-66.58","","","","0","224.1","21mm (48X)","27.5","-01h 00m 00s","NGC","","9","","Cen","-99","-01h 00m 00s","-01h 00m 00s","2020-03-10","-61.61666","-999","-55.78","212.79","999","No","-0.04","294.1","-0.0031886","09h 37m 38s","C97","-0.4496883","","5.3","","118.46","NGC3766","0","28x","106.16","2","0","98","0","100","0","11.601666","-02h 00m 00s","","-02h 00m 00s","12","","No","0","56.49","19.3242208","-20.62","2020-03-25 09:06:50","10h 38m 08s","Open","Cl, pL, pRi, pC, st 8...13",""
"0","999","-58.79","","","","0","223.83","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Cru","-99","-01h 00m 00s","-01h 00m 00s","2020-04-09","-62.96667","-999","-51.64","223.96","999","No","-0.11","301.89","-0.0033204","08h 31m 26s","C98","-0.3292658","","6.9","","123.23","NGC4609","0","28x","91.73","3","0","99","0","100","0","12.705","-02h 00m 00s","","-02h 00m 00s","5","","No","0","54.91","19.0231645","-21.97","2020-04-11 05:11:55","11h 44m 20s","Open","Cl, pL, pC, cE, st 10",""
"0","999","-57.91","","","","0","224.73","","0","-01h 00m 00s","","","10","","Cru","-99","-01h 00m 00s","-01h 00m 00s","2020-04-11","-62.5","-999","-50.72","224.6","999","No","0.37","302.77","-0.0033713","08h 23m 44s","C99","999","","","","124.14","Coalsack Nebula","0","n/a","89.25","1","0","100","0","-1","0","12.833333","-02h 00m 00s","","-02h 00m 00s","400x300","","No","0","54.29","999","-21.5","2020-04-13 04:11:58","11h 52m 02s","DkNeb","",""
"0","999","-66.09","","","","0","220.78","21mm (48X)","27.5","-01h 00m 00s","","","9","","Cen","-99","-01h 00m 00s","-01h 00m 00s","2020-03-10","-63.03333","-999","-56.73","214.68","999","No","-1.38","294.57","-0.0030886","09h 37m 08s","C100","-1.7214483","","4.5","","117.72","IC2944","0","28x","109.09","2","0","101","0","100","0","11.61","-02h 00m 00s","","-02h 00m 00s","75","","No","0","57.67","22.5036208","-22.03","2020-03-25 12:09:57","10h 38m 38s","Open","",""
"0","999","-25.44","","","","0","194.55","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Pav","-99","-01h 00m 00s","-01h 00m 00s","2020-07-18","-63.85","-999","-41.02","280.09","999","No","-26.15","332.23","-0.0008864","02h 03m 56s","C101","-2.1519892","","9","","110.78","NGC6744","0","27x","21.96","2","0","102","110","100","0","19.163334","-02h 00m 00s","","-02h 00m 00s","15","","No","0","81.17","23.579973","-22.85","2020-07-18 18:29:56","18h 11m 50s","Galaxy","cB, cL, R, vg, svmbM, r",""
"0","999","-70.55","","","","0","209.5","21mm (48X)","27.5","-01h 00m 00s","","","9","","Car","-99","-01h 00m 00s","-01h 00m 00s","2020-02-25","-64.39444","-999","-62.14","209.18","999","No","-4.9","289.6","-0.0026765","10h 30m 47s","C102","-0.3292658","","1.9","","111.84","IC2602","0","28x","131.62","1","0","103","0","100","0","10.715833","-02h 00m 00s","","-02h 00m 00s","50","","No","0","62.39","19.0231645","-23.39","2020-03-11 20:41:11","09h 44m 59s","Open","",""
"0","999","-57.5","","","","0","147.59","21mm (48X)","27.5","-01h 00m 00s","NGC","","9","","Dor","-99","-01h 00m 00s","-01h 00m 00s","2019-12-10","-69.08334","-999","-86.77","306.26","999","No","-31.68","279.45","0.0000813","-08h 24m 52s","C103","-2.6554458","","8.2","","85.28","NGC2070","0","27x","-99.93","4","0","104","0","100","0","5.643333","-02h 00m 00s","","-02h 00m 00s","40","","No","0","90.8","24.8386145","-28.08","2019-12-25 10:56:02","04h 40m 38s","Open","!!! vB, vL, looped",""
"0","999","-36.65","","","","0","159.86","21mm (48X)","27.5","-01h 00m 00s","NGC","","9","","Tuc","-99","-01h 00m 00s","-01h 00m 00s","2019-10-16","-70.85","-999","-64.46","317.06","999","No","-46.25","301.54","0.0010617","-03h 49m 28s","C104","-1.0325052","","6.6","","83.83","NGC362","0","28x","-43.52","1","0","105","0","100","0","1.053333","-02h 00m 00s","","-02h 00m 00s","12","","No","0","100.59","20.7812631","-29.85","2019-10-16 09:53:32","00h 05m 14s","Globular","glob. cl. , vB, vL, vC, vmbM st 13-14",""
"0","999","-56.28","","","","0","209.46","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Mus","-99","-01h 00m 00s","-01h 00m 00s","2020-04-15","-70.88333","-999","-56.45","235.06","999","No","-8.02","303.61","-0.0026696","08h 14m 08s","C105","-1.3919933","","7.4","","117.69","NGC4833","0","28x","99.88","2","0","106","0","100","0","12.993333","-02h 00m 00s","","-02h 00m 00s","13","","No","0","62.47","21.6799834","-29.88","2020-04-15 14:47:52","12h 01m 38s","Globular","glob. cl. , B, L, R, g, vsbM, st 12",""
"0","999","-35.59","","","","0","163.78","21mm (48X)","27.5","-01h 00m 00s","NGC","","9","","Tuc","-99","-01h 00m 00s","-01h 00m 00s","2020-10-05","-72.08334","-999","-62.36","311.25","999","No","-44.89","305.89","0.0008914","-03h 10m 22s","C106","-0.7512428","","4","","86.48","NGC104","0","28x","-36.56","1","0","107","0","100","0","0.401667","-02h 00m 00s","","-02h 00m 00s","30","","No","0","98.88","20.0781069","-31.08","2020-10-05 16:59:09","23h 26m 08s","Globular","glob. cl.  !! vB, vL, vmCM",""
"0","999","-41.04","","","","0","202.67","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Aps","-99","-01h 00m 00s","-01h 00m 00s","2020-06-06","-72.2","-999","-49.65","259.13","999","No","-15.82","317.75","-0.0020201","04h 47m 56s","C107","-1.9500934","","9.3","","117.12","NGC6101","0","27x","55.81","3","0","108","0","100","0","16.43","-02h 00m 00s","","-02h 00m 00s","10","","No","0","69.53","23.0752334","-31.2","2020-06-07 01:26:34","15h 27m 50s","Globular","glob. cl. , pF, L, iR, vgbM, rr, st 14",""
"0","999","-58.34","","","","0","204.96","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Mus","-99","-01h 00m 00s","-01h 00m 00s","2020-03-28","-72.66666","-999","-59.6","234.19","999","No","-9.89","301","-0.0024683","08h 47m 56s","C108","-1.8303517","","7.8","","114.71","NGC4372","0","27x","111.7","2","0","109","0","100","0","12.43","-02h 00m 00s","","-02h 00m 00s","18","","No","0","64.7","22.7758792","-31.67","2020-04-07 00:28:58","11h 27m 50s","Globular","glob. cl. , pF, L, R, st 12...16",""
"0","999","-57.8","","","","0","184.12","","0","-01h 00m 00s","NGC","","9","","Cha","-99","-01h 00m 00s","-01h 00m 00s","2020-02-17","-80.86667","-999","-69.25","246.61","999","No","-20.04","296.63","-0.0014521","11h 04m 14s","C109","999","","","","103.94","NGC3195","0","n/a","162.75","1","0","110","9","-1","0","10.158334","-02h 00m 00s","","-02h 00m 00s","0","","No","0","75.44","999","-39.87","2020-03-03 08:30:28","09h 11m 32s","P Neb","! PN , pB, S, lE, 13s  d, 3 S st nr",""
"0","1.2360498","53.96","","3.84","","0","226.59","21mm (48X)","27.5","19h 15m 00s","User","","7","","Vul","5.4744446","01h 41m 15s","20h 12m 47s","2020-07-22","20.18333","-999","41.62","297.2","0.2897339","No","1.95","54.68","0.0004041","01h 48m 20s","Cr399","-1.1476283","","3.55","","105.54","","47.2495451","28x","30.51","2","0","111","0","100","0","19.423333","10h 46m 00s","","01h 43m 00s","60","","No","0","94.02","21.0690708","61.18","2020-07-22 17:43:16","18h 27m 26s","Asterism","","Limit"
"0","3.7825818","15.14","","8.685","","0","355.66","","0","19h 15m 00s","","","1","","UMa","8.966632","05h 10m 47s","20h 12m 47s","2020-02-10","55.9525","-999","39.46","126.92","0.8850472","No","45.9","158.92","-0.0011613","11h 29m 59s","HD 83950","999","","7.8","","88.23","W UMa","40.0255894","n/a","5.09","1","0.3","112","0","100","0","9.729167","-01h 00m 00s","","-01h 00m 00s","0","","No","0","78.4","999","83.05","2020-02-25 19:19:46","08h 45m 47s","Var Star","dm = 0.73 mag, per = 8h 0m 23s","Limit"
"0","2.9979374","19.34","","4.26","","0","130.65","21mm (48X)","2","19h 15m 00s","Bright","","3","","Cet","-99","-01h 00m 00s","-01h 00m 00s","2020-10-04","-8.82389","-999","-10.02","0.92","0.6998864","No","-70.19","98.98","0.0053129","-03h 05m 41s","HR74","999","E","3.56","8.36","42.43","Iot Cet,8 Cet,SAO128694,HD1522","41.9771074","n/a","-30.24","1","0","113","","100","0","0.323806","17h 58m 00s","108.8","04h 13m 00s","0","","No","16.6245692","156.91","999","32.18","2020-10-04 12:28:12","23h 21m 28s","Triple","","Limit"
"0","2.1085986","28.21","","4.109","","0","99.17","","225","19h 15m 00s","Bright","","3","","Psc","8.966632","05h 10m 47s","20h 12m 47s","2019-10-23","15.34583","-999","5.38","26.82","0.4888143","No","-46.43","137.01","0.0057284","-04h 17m 45s","HR437","999","UN","3.62","7.22","19.67","Eta Psc,99 Psc,SAO92484,HD9270","44.1875012","n/a","-42.19","1","0","114","","100","0","1.524722","17h 58m 00s","0.8","07h 28m 00s","0","","No","232.6103866","172.67","999","56.35","2019-10-23 14:32:02","00h 33m 31s","Dbl","","Limit"
"0","1.9681706","30.45","","2.557","","0","61.14","21mm (48X)","2","19h 15m 00s","Bright","","3","","Per","8.966632","05h 10m 47s","20h 12m 47s","2019-11-02","40.95555","-999","22.43","56.17","0.4569964","No","-14.9","148.98","0.0044081","-05h 54m 26s","HR936","999","E","2.1","10.4","30.23","Algol","44.7940045","n/a","-49.53","1","2.8","115","","100","0","3.136139","14h 20m 00s","81.9","13h 54m 00s","0","","No","59.9723481","139.75","999","81.96","2019-11-17 04:41:57","02h 10m 12s","Mult+Var Star","dm = 1.2 mag, per = 2d 20h 49m","Limit"
"0","1.1640135","59.18","","3.771","","0","253.01","21mm (48X)","4","19h 15m 00s","Bright","","7","","Lyr","5.8494446","02h 03m 45s","20h 12m 47s","2020-07-13","33.36278","-999","55.98","288.88","0.2709379","No","14.78","63.19","-0.0001663","02h 23m 40s","HR7106","999","E","3.5","8.7","107.81","Beta Lyr - Sheliak","47.4636236","n/a","48.7","1","12.9","116","","100","0","18.834667","08h 35m 00s","45.7","02h 09m 00s","0","","No","20.0059299","88.35","999","74.36","2020-07-13 18:07:41","17h 52m 07s","Mult+Var Star","dm = 1.2 mag, per = 12d 22h 35m","Limit"
"0","999","0.46","","8.315","","0","65.95","21mm (48X)","27.5","03h 30m 00s","","","4","","Tau","8.2421876","05h 10m 47s","20h 56m 15s","2019-11-22","15.86667","-999","-5.78","67.56","7.8145597","No","-22.32","180.08","0.0040107","-07h 13m 16s","Hyades","-1.4083537","","0.5","","24","Hyades","0","28x","-38.52","1","0","117","0","100","0","4.45","20h 58m 00s","","10h 24m 00s","330","","No","0","133.98","21.7208842","56.87","2019-12-07 05:53:15","03h 29m 02s","Open","Hyades","Limit"
"0","999","-31.23","","","","0","72.2","21mm (48X)","27.5","04h 30m 00s","","","4","","Lep","5.7421875","05h 10m 47s","23h 26m 15s","2019-12-07","-12.69722","-999","-35.86","80.2","999","No","-24.28","215.21","0.0024553","-08h 13m 44s","IC418","-1.2957565","","9.6","","45.62","IC418","0","27x","-39.81","2","0","118","0","100","0","5.457778","23h 24m 00s","","09h 09m 00s","5.5x3.5","","No","0","115.15","21.4393914","28.3","2019-12-22 14:58:34","04h 29m 30s","P Neb","",""
"0","999","0.99","","4.575","","0","232.28","","0","19h 15m 00s","","","7","","Oph","-99","-01h 00m 00s","-01h 00m 00s","2020-07-24","-22.84522","-999","0.23","260.17","6.1156267","No","8.66","1.65","-0.0030316","03h 56m 27s","Jupiter","999","","-1.54","","143.03","","0","n/a","34.27","5","0","119","0","100","0","17.288058","12h 58m 00s","","19h 58m 00s","0.6","","No","0","58.34","14.7771339","18.15","1904-01-01 00:00:00","16h 19m 19s","Planet","","Limit"
"0","1.0954282","65.88","","9.756","","0","274.28","","0","19h 15m 00s","","","7","","Lyr","8.966632","05h 10m 47s","20h 12m 47s","2020-07-13","45.13983","-999","67.45","294.74","0.2562327","No","18.66","74.81","0.0001122","02h 21m 08s","Kepler-410","999","","9.5","","101.84","HD175289","47.6770146","n/a","68.05","1","0","120","0","100","0","18.876712","-01h 00m 00s","","-01h 00m 00s","0","F6IV","No","0","91.12","999","86.14","2020-07-14 09:31:35","17h 54m 38s","Star","","Limit"
"0","999","-3.88","","","","0","49.4","21mm (48X)","27.5","04h 30m 00s","Messier","","4","","Tau","8.4921875","05h 10m 47s","20h 41m 15s","2019-12-09","22.01447","-999","-1.29","84.1","999","No","-5.78","184.56","0.0026869","-08h 20m 48s","M1","-0.9115371","","8.4","","40.74","Crab Nebula, Taurus A","0","28x","-32.5","4","0","121","0","100","0","5.575548","20h 43m 00s","","12h 05m 00s","6x4","","No","0","117.72","20.4788426","63.01","2019-12-24 10:06:29","04h 36m 34s","SNR","Rating:EX",""
"0","1.5538419","40","","7.86","","0","173.56","21mm (48X)","27.5","19h 15m 00s","Messier","","8","","Aqr","5.7244445","01h 56m 15s","20h 12m 47s","2020-08-23","-0.82319","-999","12.95","325.42","0.3600441","No","-35.77","53.37","0.0031138","-00h 19m 43s","M2","-1.3925052","","7.5","","79.58","NGC7089","46.3023081","28x","-4.22","2","0","122","0","100","0","21.557545","14h 35m 00s","","02h 01m 00s","12","","No","0","122.63","21.6812631","40.18","2020-08-24 07:21:17","20h 35m 29s","Globular","Rating:EX","Limit"
"0","7.1040143","7.71","","8.665","","0","305.12","21mm (48X)","27.5","19h 15m 00s","Messier","","6","","CVn","0.2244446","20h 26m 15s","20h 12m 47s","2020-04-26","28.37639","-999","35.94","191.33","1.6651654","No","78.71","42.21","-0.0045979","07h 31m 33s","M3","-1.3903558","","7","","137.33","NGC5272","31.0129812","28x","37.58","2","0","123","0","100","0","13.703139","04h 58m 00s","","20h 24m 00s","16","","No","0","37.24","21.6758896","69.38","2020-04-26 10:45:26","12h 44m 13s","Globular","Rating:EX","Yes"
"0","999","-9.26","","","","0","239.86","21mm (48X)","27.5","18h 30m 00s","Messier","","7","","Sco","-99","-01h 00m 00s","-01h 00m 00s","2020-06-05","-26.52631","-999","-4.87","248.49","999","No","15.97","350.97","-0.0039498","04h 50m 09s","M4","-2.0112373","","7.5","","153.08","Cat's Eye","0","27x","39.35","2","0","124","0","100","0","16.39312","11h 58m 00s","","18h 35m 00s","26","","No","0","46.86","23.2280933","14.47","2020-06-06 11:56:09","15h 25m 37s","Globular","Rating:EX",""
"0","24.268886","2.36","","11.116","","0","270.46","21mm (48X)","27.5","19h 15m 00s","Messier","","6","","Ser","-99","-01h 00m 00s","-01h 00m 00s","2020-05-20","2.08242","-999","19.65","226.59","4.1158576","No","46.8","3.86","-0.0049393","05h 55m 11s","M5","-1.4524243","","7","","165.17","NGC5904","3.0692685","28x","41.03","2","0","125","0","100","0","15.309305","08h 58m 00s","","20h 01m 00s","17","","No","0","31.22","21.8310608","43.08","2020-05-20 22:59:58","14h 20m 36s","Globular","Rating:EX","Limit"
"0","999","-4.11","","","","0","222.86","21mm (48X)","27.5","18h 45m 00s","Messier","","7","","Sco","-99","-01h 00m 00s","-01h 00m 00s","2020-06-25","-32.25333","-999","-8.89","265.79","999","No","-0.78","356.58","-0.0025046","03h 33m 24s","M6","-0.3235083","","4.5","","135.54","Butterfly Cluster","0","28x","31.85","2","0","126","0","100","0","17.672222","13h 58m 00s","","18h 58m 00s","15","","No","0","64.3","19.0087708","8.75","2020-06-26 00:23:39","16h 42m 22s","Open","Rating:SU",""
"0","999","-4.83","","","","0","219.13","21mm (48X)","27.5","18h 30m 00s","Messier","","7","","Sco","-99","-01h 00m 00s","-01h 00m 00s","2020-06-28","-34.79333","-999","-11.36","268.71","999","No","-4.5","355.86","-0.002223","03h 19m 53s","M7","-1.3775058","","3.5","","132.06","Scorpion's Tail, Ptolemy's Cluster","0","28x","30.28","1","0","127","0","100","0","17.897499","14h 24m 00s","","18h 20m 00s","80","","No","0","67.37","21.6437645","6.21","2020-06-29 10:53:59","16h 55m 53s","Open","Rating:SU",""
"0","9.7887476","5.28","","7.304","","0","222.42","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Sgr","0.3494445","20h 33m 45s","20h 12m 47s","2020-07-01","-24.38","-999","-0.95","270.84","2.3035937","No","-1.18","5.97","-0.0020685","03h 10m 03s","M8","-2.0798108","","5","","132.29","Lagoon Nebula, Dragon Nebula","23.8105478","27x","29.07","2","0","128","0","100","0","18.061472","13h 58m 00s","","20h 31m 00s","90","","No","0","69.02","23.3995271","16.62","2020-07-01 22:57:11","17h 05m 43s","Open+D Neb","Rating:EX","Yes"
"0","11.8892729","4.82","","11.477","","0","234.35","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Oph","0.2244445","20h 26m 15s","20h 12m 47s","2020-06-20","-18.51617","-999","4.58","260.3","2.4771833","No","10.7","5.54","-0.0030105","03h 54m 33s","M9","-1.7082917","","9","","143.3","NGC6333","21.7805119","27x","34.21","3","0","129","0","100","0","17.319937","11h 58m 00s","","20h 24m 00s","9","","No","0","58.59","22.4707293","22.48","2020-06-20 15:22:23","16h 21m 14s","Globular","Rating:VG","Limit"
"0","4.2540119","13.38","","8.497","","0","247.32","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Oph","0.8494445","21h 03m 45s","20h 12m 47s","2020-06-14","-4.09883","-999","18.44","253.46","0.9974026","No","23.08","15.14","-0.0034012","04h 16m 35s","M10","-1.5292797","","7.5","","147.85","NGC6254","38.5976326","28x","37.36","2","0","130","0","100","0","16.952545","10h 58m 00s","","21h 05m 00s","15","","No","0","53.93","22.0231993","36.9","2020-06-15 00:49:11","15h 59m 11s","Globular","Rating:EX","Yes"
"0","2.2269834","26.58","","7.518","","0","220.39","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Sct","2.5994445","22h 48m 45s","20h 12m 47s","2020-07-13","-6.27","-999","16.58","283.25","0.5176141","No","-2.78","27.31","-0.0008254","02h 22m 39s","M11","-1.2635819","","7","","120.39","Wild Duck Cluster, Scutum Salt-and-Pepper Cluster","44.3300389","28x","25.32","3","0","131","0","100","0","18.851389","12h 20m 00s","","22h 50m 00s","14","","No","0","81.79","21.3589547","34.73","2020-07-14 00:15:08","17h 53m 07s","Open","Rating:EX","Yes"
"0","4.1999646","13.56","","8.985","","0","250.68","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Oph","0.8494445","21h 03m 45s","20h 12m 47s","2020-06-11","-1.94769","-999","20.27","250.57","0.9847106","No","26.31","15.72","-0.0035727","04h 26m 30s","M12","-1.6940618","","8","","149.62","Gumball Globular","38.7394891","27x","38.28","3","0","132","0","100","0","16.787319","09h 58m 00s","","21h 05m 00s","14","","No","0","51.79","22.4351545","39.05","2020-06-12 12:18:26","15h 49m 16s","Globular","Rating:EX","Yes"
"0","1.5459003","40.24","","7.359","","0","282.3","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Her","4.2244446","00h 26m 15s","20h 12m 47s","2020-06-10","36.4598","-999","57.85","239.58","0.3585378","No","40.91","59.01","-0.0024307","04h 32m 03s","M13","-1.411542","","7","","125.8","Hercules Globular Cluster, Great Hercules Cluster","46.2914957","28x","52.84","2","0","133","0","100","0","16.694784","05h 50m 00s","","00h 24m 00s","16","","No","0","65.12","21.728855","77.46","2020-06-11 02:25:02","15h 43m 43s","Globular","Rating:EX","Yes"
"0","2.9044342","20","","10.18","","0","239.31","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Oph","1.5994445","21h 48m 45s","20h 12m 47s","2020-06-24","-3.24525","-999","20.08","264.05","0.6801138","No","14.8","21.32","-0.0025286","03h 36m 08s","M14","-2.1076975","","9.5","","137.83","NGC6402","42.3604102","27x","34.41","3","0","134","0","100","0","17.626694","10h 54m 00s","","21h 50m 00s","11","","No","0","64.04","23.4692438","37.75","2020-06-25 07:43:11","16h 39m 38s","Globular","Rating:VG","Yes"
"0","1.2512561","53.01","","7.793","","0","173.4","21mm (48X)","27.5","19h 15m 00s","Messier","","8","","Peg","6.8494446","03h 03m 45s","20h 12m 47s","2020-08-22","12.16717","-999","25.47","329.2","0.2931505","No","-27.31","65.01","0.0031648","-00h 16m 14s","M15","-1.351136","","7.5","","78.15","Great Pegasus Cluster","47.1976503","28x","-4.43","2","0","135","0","100","0","21.49955","13h 58m 00s","","03h 09m 00s","12","","No","0","123.23","21.5778401","53.17","2020-08-23 10:06:53","20h 32m 00s","Globular","Rating:EX","Limit"
"0","3.5312185","16.27","","7.328","","0","224.38","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Ser","1.5994445","21h 48m 45s","20h 12m 47s","2020-07-05","-13.80667","-999","9.55","274.63","0.8283157","No","0.79","16.95","-0.0016843","02h 54m 56s","M16","-1.8594619","","6.5","","129.11","Eagle Nebula, Star Queen Nebula, The Ghost","40.644881","27x","28.2","3","0","136","0","100","0","18.313334","12h 24m 00s","","21h 50m 00s","35","","No","0","73.05","22.8486547","27.19","2020-07-05 19:11:41","17h 20m 50s","Open+D Neb","Rating:EX","Yes"
"0","3.9649146","14.41","","7.929","","0","222.79","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Sgr","1.4744445","21h 41m 15s","20h 12m 47s","2020-07-05","-16.17167","-999","7.17","275.03","0.9286929","No","-0.75","15.1","-0.0016563","02h 52m 57s","M17","-2.2968415","","7","","128.72","Omega Nebula, Swan Nebula, Horseshoe Nebula","39.4541489","27x","27.65","3","0","137","0","100","0","18.34639","12h 39m 00s","","21h 39m 00s","46","","No","0","73.34","23.9421037","24.83","2020-07-06 07:18:05","17h 22m 49s","Open+D Neb","Rating:EX","Yes"
"0","4.2197819","13.49","","8.989","","0","222.52","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Sgr","1.3494445","21h 33m 45s","20h 12m 47s","2020-07-05","-17.10194","-999","6.25","274.8","0.9894025","No","-1.01","14.18","-0.0016813","02h 53m 46s","M18","-1.2798108","","8","","128.93","Black Swan","38.757644","28x","27.64","4","0","138","0","100","0","18.332916","12h 43m 00s","","21h 35m 00s","9","","No","0","73.08","21.3995271","23.9","2020-07-06 02:22:01","17h 22m 01s","Open","Rating:EX","Yes"
"0","999","-3.72","","","","0","233.04","21mm (48X)","27.5","18h 45m 00s","Messier","","7","","Oph","-99","-01h 00m 00s","-01h 00m 00s","2020-06-15","-26.26769","-999","-3.47","257.14","999","No","9.38","356.87","-0.0032809","04h 11m 07s","M19","-1.8319933","","8.5","","145.28","NGC6273","0","27x","35.78","3","0","139","0","100","0","17.043791","12h 58m 00s","","19h 16m 00s","13","","No","0","55.39","22.7799834","14.73","2020-06-16 10:14:15","16h 04m 40s","Globular","Rating:VG",""
"0","8.3621217","6.4","","6.96","","0","223.31","21mm (48X)","27.5","19h 15m 00s","Messier","","7","","Sgr","-99","-01h 00m 00s","-01h 00m 00s","2020-07-01","-22.97167","-999","0.46","270.62","1.9602323","No","-0.29","7.09","-0.0020892","03h 11m 02s","M20","-1.0961218","","5","","132.69","Trifid Nebula, The Clover","27.6911836","28x","29.26","2","0","140","0","100","0","18.045","12h 58m 00s","","20h 43m 00s","29","","No","0","68.8","20.9403045","18.03","2020-07-01 16:55:13","17h 04m 44s","Open+D Neb","Rating:EX","Yes"
