"# Observations","Air Mass","Altitude","Annotations","Apparent Mag","Avg. Rating","Avg. Rating (Numeric)","Azimuth","Best Eyepiece","Best Magnification","Best Time","Catalogue","Catalogue Notes","Chart #","Components","Constellation","Dark Time Duration","Dark Time End","Dark Time Start","Date of Opposition","Dec","Difficulty Index","Ecliptic Latitude","Ecliptic Longitude","Extinction","Found","Galactic Latitude","Galactic Longitude","Heliocentric JDate","Hour Angle","ID","Log Object Contrast","Lord's Rating","Magnitude","Magnitude2","Moon Distance","Name","Observability","ODM","Parallactic Angle","PCW Level","Period","Plan Seq #","Pos.Angle","Probability","Probability 2","RA","Rise Time","Separation","Set Time","Size","Spectral","Splitability","Splittable Aperture","Sun Distance","Surface Brightness","Transit Altitude","Transit Date","Transit Time","Type","User Notes","Visible"
"0","999","-17.03","","","","0","328.67","21mm (48X)","27.5","05h 30m 00s","NGC","","5","","Leo","2.3671875","05h 10m 47s","02h 48m 45s","2020-03-06","18.35","-999","12.91","163.55","999","No","67.23","230.79","-0.0044191","09h 53m 38s","C40","-1.5140492","","10.9","","120.44","NGC3626","0","27x","21.06","2","0","41","157","100","0","11.335","02h 50m 00s","","17h 28m 00s","3","","No","0","40.08","21.985123","59.35","2020-03-21 07:27:00","10h 22m 08s","Galaxy","B, S, vlE, sbM",""
"0","999","0.46","","8.315","","0","65.95","21mm (48X)","27.5","03h 30m 00s","","","4","","Tau","8.2421876","05h 10m 47s","20h 56m 15s","2019-11-22","15.86667","-999","-5.78","67.56","7.8145597","No","-22.32","180.08","0.0040107","-07h 13m 16s","C41","-1.4083537","","0.5","","24","Hyades","0","28x","-38.52","1","0","42","0","100","0","4.45","20h 58m 00s","","10h 24m 00s","330","","No","0","133.98","21.7208842","56.87","2019-12-07 05:53:15","03h 29m 02s","Open","","Limit"
"0","1.1907123","57.09","","10.878","","0","185.41","21mm (48X)","27.5","19h 15m 00s","NGC","","8","","Del","6.7244446","02h 56m 15s","20h 12m 47s","2020-08-15","16.18333","-999","31.6","323.37","0.2784815","No","-19.41","63.77","0.0025733","00h 12m 14s","C42","-1.3056419","","10.6","","84.31","NGC7006","47.3877467","27x","3.7","3","0","43","0","100","0","21.025","12h 43m 00s","","03h 01m 00s","2","","No","0","116.46","21.4641047","57.18","2020-08-16 04:18:56","20h 03m 32s","Globular","B, pL, R, gbM","Limit"
"0","1.479083","42.48","","10.845","","0","118.59","21mm (48X)","27.5","19h 15m 00s","NGC","","3","","Peg","8.966632","05h 10m 47s","20h 12m 47s","2020-09-30","16.15","-999","14.46","7.32","0.3451113","No","-45.17","106.43","0.0054141","-02h 49m 34s","C43","-1.9700069","","10.5","","40.85","NGC7814","46.3552374","27x","-36.85","2","0","44","135","100","0","0.055","15h 58m 00s","","06h 01m 00s","6","","No","0","159.63","23.1250173","57.15","2020-09-30 10:01:22","23h 05m 20s","Galaxy","cB, cL, E, vgbM","Limit"
"0","1.37246","46.72","","11.321","","0","138.36","21mm (48X)","27.5","19h 15m 00s","NGC","","8","","Peg","8.4744445","04h 41m 15s","20h 12m 47s","2020-09-15","12.31667","-999","16.75","352.28","0.321051","No","-42.84","86.25","0.0048112","-01h 51m 10s","C44","-1.7968935","","11","","55.11","NGC7479","46.7622242","27x","-26.5","3","0","45","25","100","0","23.081667","15h 58m 00s","","04h 46m 00s","4","","No","0","146.41","22.6922338","53.32","2020-09-16 13:32:57","22h 06m 56s","Galaxy","pB, cL, mE 12deg , bet 2 st","Limit"
"0","999","-8.49","","","","0","294.19","21mm (48X)","27.5","18h 45m 00s","NGC","","6","","Boo","-99","-01h 00m 00s","-01h 00m 00s","2020-04-24","8.88333","-999","17.69","199.16","999","No","68.75","335.91","-0.0054966","07h 36m 14s","C45","-1.8771525","","10.2","","153.12","NGC5248","0","27x","37.28","2","0","46","110","100","0","13.625","05h 58m 00s","","19h 05m 00s","6","","No","0","17.88","22.8928813","49.88","2020-04-25 06:08:22","12h 39m 32s","Galaxy","B, L, E 150deg , psbMrN",""
"0","999","-23.08","","","","0","42.13","","0","05h 15m 00s","NGC","","4","","Mon","6.2421876","05h 10m 47s","22h 56m 15s","2019-12-25","8.73333","-999","-14.36","100","999","No","1.28","203.77","0.0011469","-09h 25m 28s","C46","999","","","","56.34","NGC2261","0","n/a","-26.44","4","0","47","0","-1","0","6.653333","22h 58m 00s","","12h 09m 00s","2","","No","0","101.45","999","49.73","2020-01-09 20:50:10","05h 41m 14s","E Neb","B, vmE 330deg , N com = *11",""
"0","1.3537155","47.57","","9.217","","0","194.62","21mm (48X)","27.5","19h 15m 00s","NGC","","8","","Del","5.7244445","01h 56m 15s","20h 12m 47s","2020-08-08","7.4","-999","25.25","313.1","0.3166196","No","-18.9","52.1","0.0018952","00h 39m 32s","C47","-1.2730298","","8.9","","92.51","NGC6934","46.9049755","28x","9.61","3","0","48","0","100","0","20.57","13h 58m 00s","","01h 54m 00s","5","","No","0","109.16","21.3825746","48.4","2020-08-09 05:40:34","19h 36m 14s","Globular","glob. cl. , B, L, R, rrr, st 16..., *9 p","Limit"
"0","999","-33.96","","","","0","1.03","21mm (48X)","27.5","05h 30m 00s","NGC","","5","","Cnc","3.6171876","05h 10m 47s","01h 33m 45s","2020-02-02","7.03333","-999","-8.86","137.85","999","No","33.98","223.27","-0.002504","-11h 56m 34s","C48","-1.5977508","","10.3","","93.53","NGC2775","0","27x","-0.68","2","0","49","155","100","0","9.171667","01h 35m 00s","","14h 31m 00s","4","","No","0","64.3","22.1943771","48.03","2020-02-17 07:09:03","08h 12m 20s","Galaxy","cB, cL, R, vgvsmbM, r",""
"0","999","-25.33","","","","0","46.14","","0","05h 15m 00s","NGC","","4","","Mon","5.2421876","05h 10m 47s","23h 56m 15s","2019-12-23","5.05","-999","-18.18","97.94","999","No","-2.38","206.02","0.0013169","-09h 16m 34s","C49","999","","","","54.71","NGC2237","0","n/a","-28.35","1","0","50","0","-1","0","6.505","23h 58m 00s","","11h 35m 00s","0","","No","0","103.18","999","46.05","2020-01-07 14:30:39","05h 32m 20s","E Neb","pB, vvL, dif, part of eL nebs ring ar 2239",""
"0","999","-25.74","","","","0","45.72","21mm (48X)","27.5","05h 15m 00s","NGC","","4","","Mon","5.2421876","05h 10m 47s","23h 56m 15s","2019-12-24","4.86667","-999","-18.33","98.51","999","No","-2","206.43","0.0012635","-09h 18m 40s","C50","-0.8517483","","4.8","","55.26","NGC2244","0","28x","-28.13","2","0","51","0","100","0","6.54","23h 58m 00s","","11h 35m 00s","24","","No","0","102.63","20.3293707","45.87","2020-01-08 03:19:45","05h 34m 26s","Open","Rosseta, Cl, beautiful, st sc (12 Mon)",""
"0","2.6339547","22.18","","10.513","","0","114.1","21mm (48X)","27.5","19h 15m 00s","","","3","","Cet","8.966632","05h 10m 47s","20h 12m 47s","2019-10-17","2.11778","-999","-4.42","15.74","0.6133893","No","-60.58","129.74","0.005726","-03h 51m 04s","C51","-2.5022088","","9.9","","27.64","IC1613","42.8214419","27x","-36.82","2","0","52","0","100","0","1.08","17h 54m 00s","","05h 50m 00s","16x14","","No","0","172.49","24.4555221","43.12","2019-10-16 19:39:31","00h 06m 50s","IrrGal","","Limit"
"0","999","-27.55","","","","0","295.24","21mm (48X)","27.5","-01h 00m 00s","NGC","","6","","Vir","-99","-01h 00m 00s","-01h 00m 00s","2020-04-11","-5.8","-999","-0.54","193.43","999","No","57.06","301.63","-0.0057135","08h 25m 08s","C52","-1.4476283","","9.3","","149.47","NGC4697","0","27x","36.62","2","0","53","70","100","0","12.810001","06h 58m 00s","","16h 50m 00s","6","","No","0","8.41","21.8190708","35.2","2020-04-12 19:39:15","11h 50m 38s","Galaxy","vB, L, lE 45deg +/- , smbMN",""
"0","999","-47.32","","","","0","341.01","21mm (48X)","27.5","05h 45m 00s","NGC","","5","","Sex","1.4921876","05h 10m 47s","03h 41m 15s","2020-02-16","-7.71667","-999","-18.21","156.21","999","No","36.78","247.77","-0.0038372","11h 08m 32s","C53","-1.689482","","9.2","","109.74","NGC3115","0","27x","12.44","2","0","54","43","100","0","10.086667","03h 43m 00s","","13h 58m 00s","8","","No","0","48.36","22.423705","33.28","2020-03-02 06:15:38","09h 07m 14s","Galaxy","vB, L, vmE 46deg , vgsmbMEN",""
"0","999","-48.83","","","","0","28.08","21mm (48X)","27.5","05h 30m 00s","NGC","","5","","Mon","3.3671876","05h 10m 47s","01h 48m 45s","2020-01-15","-10.78333","-999","-30.65","124.88","999","No","9.97","230.6","-0.0011216","-10h 46m 28s","C54","-0.9015219","","7.6","","80","NGC2506","0","28x","-18.32","3","0","55","0","100","0","8.003333","01h 50m 00s","","11h 43m 00s","7","","No","0","78.8","20.4538047","30.22","2020-01-30 11:15:37","07h 02m 14s","Open","Cl, pL, vRi, C, st 11...20",""
"0","2.0189902","29.6","","8.468","","0","182.69","21mm (48X)","27.5","19h 15m 00s","NGC","","8","","Aqr","4.4744445","00h 41m 15s","20h 12m 47s","2020-08-16","-11.36667","-999","5.15","315.13","0.4680509","No","-34.58","37.76","0.0022752","00h 09m 32s","C55","0.1677763","","8","","88.81","NGC7009","44.9623844","28x","1.8","1","0","56","0","100","0","21.07","14h 58m 00s","","00h 43m 00s","1","","No","0","113.2","17.7805591","29.63","2020-08-16 20:47:46","20h 06m 14s","P Neb","!!!, PN , vB, S, elliptic","Limit"
"0","4.313065","13.19","","9.011","","0","126.29","21mm (48X)","27.5","19h 15m 00s","NGC","","3","","Cet","8.2244445","04h 26m 15s","20h 12m 47s","2020-10-11","-11.88333","-999","-15.56","6.01","1.0109024","No","-74.72","118.81","0.0053535","-03h 33m 16s","C56","-0.530893","","8","","38.22","NGC246","38.2852114","28x","-32.71","1","0","57","0","100","0","0.783333","18h 43m 00s","","04h 31m 00s","3","","No","0","157.96","19.5272325","29.12","2020-10-11 12:46:03","23h 49m 02s","P Neb","vF, L, 4 st in dif neb","Limit"
"0","2.5227269","23.23","","9.587","","0","203.44","21mm (48X)","27.5","19h 15m 00s","NGC","","7","","Sgr","2.9744445","23h 11m 15s","20h 12m 47s","2020-07-27","-14.8","-999","6.35","295.46","0.5872181","No","-18.38","25.34","0.0003635","01h 28m 50s","C57","-1.7885262","","9","","108.42","NGC6822","43.5159913","27x","15.66","2","0","58","49","100","0","19.748333","13h 54m 00s","","23h 13m 00s","10","","No","0","93.61","22.6713154","26.2","2020-07-27 16:44:57","18h 46m 56s","Galaxy","vF, vS, E, dif; = IC 4895","Yes"
"0","999","-49.1","","","","0","45.46","21mm (48X)","27.5","05h 30m 00s","NGC","","4","","CMa","3.2421876","05h 10m 47s","01h 56m 15s","2020-01-04","-15.61667","-999","-37.46","113.83","999","No","-1.4","229.79","-0.0001598","-10h 04m 04s","C58","-1.2792125","","7.2","","71.33","NGC2360","0","28x","-29.05","3","0","59","0","100","0","7.296667","01h 58m 00s","","10h 43m 00s","13","","No","0","88.41","21.3980313","25.38","2020-01-19 16:27:03","06h 19m 50s","Open","Cl, vL, Ri, pC, st 9...12",""
"0","999","-56.43","","","","0","328.48","21mm (48X)","27.5","05h 45m 00s","NGC","","5","","Hya","0.2421876","05h 10m 47s","04h 56m 15s","2020-02-21","-18.63333","-999","-26.44","165.53","999","No","32.06","261.05","-0.0041677","10h 48m 56s","C59","-2.4074525","","9","","115.7","NGC3242","0","27x","21.22","1","0","60","0","100","0","10.413333","04h 58m 00s","","13h 31m 00s","20","","No","0","43.81","24.2186312","22.37","2020-03-07 05:53:55","09h 26m 50s","P Neb","! PN , vB, lE 147deg , 45"" d, blue",""
"0","999","-44.84","","","","0","296.67","21mm (48X)","27.5","-01h 00m 00s","NGC","","6","","Crv","-99","-01h 00m 00s","-01h 00m 00s","2020-03-22","-18.86667","-999","-17.07","188.17","999","No","42.46","286.96","-0.0053648","09h 11m 50s","C60","-1.2812725","","10.7","","138.66","NGC4038","0","27x","38.28","2","0","61","80","100","0","12.031667","06h 58m 00s","","15h 09m 00s","2","","No","0","21.73","21.4031813","22.13","2020-03-31 22:35:50","11h 03m 56s","Galaxy","pB, cL, R, vgbM",""
"0","999","-44.85","","","","0","296.65","21mm (48X)","27.5","-01h 00m 00s","NGC","","6","","Crv","-99","-01h 00m 00s","-01h 00m 00s","2020-03-22","-18.88333","-999","-17.09","188.17","999","No","42.45","286.97","-0.0053646","09h 11m 50s","C61","-2.3816258","","13","","138.66","NGC4039","0","27x","38.29","4","0","62","130","100","0","12.031667","06h 58m 00s","","15h 09m 00s","3","","No","0","21.74","24.1540644","22.12","2020-03-31 22:35:50","11h 03m 56s","Galaxy","pF, pL",""
"0","9.2621243","5.66","","11.077","","0","131.08","21mm (48X)","27.5","23h 45m 00s","NGC","","3","","Cet","7.4744445","03h 41m 15s","20h 12m 47s","2020-10-11","-20.76667","-999","-23.65","2.13","2.176684","No","-83.56","113.85","0.0049809","-03h 33m 22s","C62","-2.3333858","","8.9","","43.87","NGC247","25.0951391","27x","-31.93","2","0","63","0","100","0","0.785","19h 58m 00s","","03h 43m 00s","20","","No","0","149.59","24.0334645","20.23","2020-10-11 13:22:41","23h 49m 08s","Galaxy","F, eL, vmE 172deg","Limit"
"0","3.1784046","18.18","","","","0","161.35","","0","19h 15m 00s","NGC","","8","","Aqr","5.0994445","01h 18m 45s","20h 12m 47s","2020-09-06","-20.8","-999","-10.54","331.38","0.7427909","No","-57.1","36.22","0.0036161","-01h 15m 52s","C63","999","","","","71.48","NGC7293","41.6553312","n/a","-12.97","1","0","64","119","-1","0","22.493334","17h 58m 00s","","01h 20m 00s","12","","No","0","128.77","999","20.2","2020-09-07 14:04:41","21h 31m 38s","P Neb","! pF, vL, E or biN","Limit"
"0","999","-57.13","","","","0","53.44","21mm (48X)","27.5","05h 30m 00s","NGC","","4","","CMa","2.2421876","05h 10m 47s","02h 56m 15s","2020-01-04","-24.95","-999","-46.6","116.41","999","No","-5.52","238.19","-0.0003168","-10h 05m 04s","C64","0.3824942","","4.1","","74.59","NGC2362","0","28x","-35.54","2","0","65","0","100","0","7.313334","02h 58m 00s","","09h 46m 00s","8","","No","0","86.85","17.2437645","16.05","2020-01-19 22:33:17","06h 20m 50s","Open","Cl, pL, Ri (30 CMa)",""
"0","32.4501465","1.77","","11.949","","0","133.38","21mm (48X)","27.5","23h 45m 00s","NGC","","3","","Scl","-99","-01h 00m 00s","-01h 00m 00s","2020-10-11","-25.28333","-999","-27.78","0.08","4.8490577","No","-87.96","97.71","0.0047464","-03h 33m 52s","C65","-1.8106733","","7.1","","46.99","NGC253","0","27x","-31.83","2","0","66","0","100","0","0.793333","19h 58m 00s","","03h 13m 00s","25","","No","0","145.27","22.7266831","15.72","2020-10-11 16:25:48","23h 49m 38s","Galaxy","!! vvB, vvL, vmE 54deg , gbM","Limit"
"0","999","-25.1","","","","0","257.7","21mm (48X)","27.5","-01h 00m 00s","NGC","","6","","Hya","-99","-01h 00m 00s","-01h 00m 00s","2020-05-10","-26.53333","-999","-10.46","225.74","999","No","30.37","331.06","-0.0051922","06h 34m 08s","C66","-1.3639308","","10.2","","164.24","NGC5694","0","27x","45.76","3","0","67","0","100","0","14.66","10h 58m 00s","","16h 54m 00s","3","","No","0","25.98","21.609827","14.47","2020-05-11 01:11:52","13h 41m 38s","Globular","cB, cS, R, psbM, r, *9.5 sp",""
"0","999","-18.23","","","","0","115.49","21mm (48X)","27.5","01h 45m 00s","NGC","","3","","For","5.5000001","04h 26m 15s","22h 56m 15s","2019-10-28","-30.28333","-999","-43.68","26.72","999","No","-64.68","226.93","0.0041621","-05h 32m 34s","C67","-1.8282917","","9.3","","41.28","NGC1097","0","27x","-43.3","2","0","68","130","100","0","2.771667","22h 58m 00s","","04h 28m 00s","9","","No","0","136.1","22.7707293","10.72","2019-11-11 15:12:53","01h 48m 20s","Galaxy","vB, L, vmE 151deg , vbMN",""
"0","999","-0.79","","","","0","205.77","","0","19h 15m 00s","NGC","","7","","CrA","-99","-01h 00m 00s","-01h 00m 00s","2020-07-16","-36.95","-999","-14.19","282.71","999","No","-17.85","359.94","-0.0008877","02h 11m 50s","C68","999","","","","118.16","NGC6729","0","n/a","20.91","4","0","69","0","-1","0","19.031666","16h 01m 00s","","18h 01m 00s","1","","No","0","81.16","999","4.05","2020-07-16 18:16:37","18h 03m 56s","E Neb","var* (11...) with neb!!",""
"0","999","-11.17","","","","0","224.76","","53.4936695","-01h 00m 00s","NGC","","7","","Sco","-99","-01h 00m 00s","-01h 00m 00s","2020-06-18","-37.1","-999","-14.04","260.5","999","No","1.06","349.51","-0.0029128","04h 00m 02s","C69","-1.1775058","","13","","138.55","NGC6302","0","---","35.39","4","0","70","108","100","0","17.228333","14h 16m 00s","","16h 01m 00s","0","","No","0","59.72","21.1437645","3.9","2020-06-19 05:49:27","16h 15m 44s","P Neb","pB, E pf, PN",""
"0","999","-9.54","","","","0","138.72","21mm (48X)","27.5","00h 00m 00s","NGC","","3","","Scl","2.5","00h 33m 45s","22h 03m 45s","2020-10-13","-37.68333","-999","-39.46","354.73","999","No","-79.42","299.2","0.0039699","-03h 41m 10s","C70","-2.3733858","","9","","55.67","NGC300","0","27x","-33.15","2","0","71","0","100","0","0.915","22h 05m 00s","","00h 31m 00s","20","","No","0","133.42","24.1334645","3.32","2020-10-13 12:59:21","23h 56m 56s","Galaxy","pB, vL, vmiE, vgpmbM",""
"0","999","-72.06","","","","0","62.03","21mm (48X)","27.5","-01h 00m 00s","NGC","","4","","Pup","-99","-01h 00m 00s","-01h 00m 00s","2020-01-13","-38.55","-999","-57.8","133.69","999","No","-5.83","253.59","-0.0011458","-10h 38m 34s","C71","-1.3540533","","5.8","","85.78","NGC2477","0","28x","-47.81","2","0","72","0","100","0","7.871667","05h 20m 00s","","07h 31m 00s","27","","No","0","78.55","21.5851333","2.45","2020-01-28 11:02:20","06h 54m 20s","Open","!, Cl, B, Ri, L, lC, st 12",""
"0","999","-6.84","","","","0","146.3","21mm (48X)","27.5","-01h 00m 00s","NGC","","3","","Scl","2","23h 48m 45s","21h 48m 45s","2020-10-03","-39.18333","-999","-36.85","345.15","999","No","-75.74","332.91","0.0037068","-03h 01m 10s","C72","-2.3924158","","8","","61.82","NGC55","0","27x","-28.01","1","0","73","0","100","0","0.248333","21h 50m 00s","","23h 50m 00s","32","","No","0","129.93","24.1810396","1.82","2020-10-03 08:49:45","23h 16m 56s","Galaxy","vB, vL, vmE, triN",""
"0","999","-47.51","","","","0","101.31","21mm (48X)","27.5","-01h 00m 00s","NGC","","4","","Col","1.625","04h 48m 45s","03h 11m 15s","2019-12-04","-40.05","-999","-62.72","70.6","999","No","-35.04","244.52","0.0017453","-08h 00m 22s","C73","-1.1741112","","7.3","","60.93","NGC1851","0","28x","-57.18","2","0","74","0","100","0","5.235","03h 16m 00s","","04h 54m 00s","11","","No","0","107.58","21.1352779","0.95","2019-12-19 05:23:09","04h 16m 08s","Globular","glob. cl. ! vB, vL, R, vsvvbM, rrr",""
"0","999","-77.27","","","","0","307.3","20mm (50X)","53.4936695","-01h 00m 00s","NGC","","5","","Vel","-99","-01h 00m 00s","-01h 00m 00s","2020-02-16","-40.43333","-999","-47.59","173.82","999","No","12.4","272.11","-0.0034388","11h 06m 44s","C74","0.8224942","","8","","111.65","NGC3132","0","53x","43.29","1","0","75","165","100","0","10.116667","08h 20m 00s","","09h 46m 00s","0","","No","0","53.46","16.1437645","0.57","2020-03-02 17:14:51","09h 09m 02s","P Neb","!! PN , vB, vL, lE *9 M, 4s  d",""
"0","999","-19.77","","","","0","230.06","21mm (48X)","27.5","-01h 00m 00s","NGC","","7","","Sco","-99","-01h 00m 00s","-01h 00m 00s","2020-06-06","-40.66667","-999","-18.75","251.3","999","No","5.97","340.77","-0.0035542","04h 48m 08s","C75","-1.4161218","","5.8","","143.64","NGC6124","0","28x","41.54","2","0","76","0","100","0","16.426666","14h 50m 00s","","16h 01m 00s","29","","No","0","52.02","21.7403045","0.33","2020-06-07 00:13:19","15h 27m 38s","Open","Cl, B, L, pRi, lCM, st 9...11",""
"0","999","-17.21","","","","0","224.98","21mm (48X)","27.5","-01h 00m 00s","NGC","","7","","Sco","-99","-01h 00m 00s","-01h 00m 00s","2020-06-13","-41.8","-999","-19.1","257.05","999","No","1.22","343.46","-0.0031128","04h 19m 44s","C76","0.4364917","","2.6","","139.01","NGC6231","0","28x","38.47","1","0","77","0","100","0","16.9","-02h 00m 00s","","-02h 00m 00s","15","","No","0","57.39","17.1087708","-0.8","2020-06-14 05:34:32","15h 56m 02s","Open","Cl, B, cL, pRi, st 10...13",""
"0","999","-47.15","","","","0","253.2","21mm (48X)","27.5","-01h 00m 00s","NGC","","6","","Cen","-99","-01h 00m 00s","-01h 00m 00s","2020-04-21","-43.01667","-999","-31.33","217.15","999","No","19.42","309.52","-0.0047581","07h 48m 14s","C77","-1.4914686","","7","","143.05","NGC5128","0","28x","59.21","2","0","78","35","100","0","13.425","-02h 00m 00s","","-02h 00m 00s","18","","No","0","34.53","21.9286715","-2.02","2020-04-22 04:53:30","12h 27m 32s","Galaxy","!!, vB, vL, vmE 122deg , bifid",""
"0","999","-11.22","","","","0","212.28","21mm (48X)","27.5","-01h 00m 00s","NGC","","7","","CrA","-99","-01h 00m 00s","-01h 00m 00s","2020-07-02","-43.7","-999","-20.27","271.54","999","No","-11.18","349.3","-0.0018784","03h 05m 44s","C78","-1.0458684","","6.6","","126.39","NGC6541","0","28x","28.99","1","0","79","0","100","0","18.133333","-02h 00m 00s","","-02h 00m 00s","13","","No","0","71.02","20.814671","-2.7","2020-07-03 01:16:18","17h 10m 02s","Globular","glob. cl. , B, R, eC, gbM, rrr, st 15...16",""
"0","999","-78.97","","","","0","277.51","21mm (48X)","27.5","-01h 00m 00s","NGC","","5","","Vel","-99","-01h 00m 00s","-01h 00m 00s","2020-02-19","-46.41667","-999","-51.54","181.36","999","No","8.64","277.23","-0.003365","10h 56m 08s","C79","-1.4114686","","6.8","","112.93","NGC3201","0","28x","70.64","1","0","80","0","100","0","10.293333","-02h 00m 00s","","-02h 00m 00s","18","","No","0","54.36","21.7286715","-5.42","2020-03-05 09:56:59","09h 19m 38s","Globular","glob. cl. , vL, iR, lCM, st 13...16",""
"0","999","-49.09","","","","0","247.17","21mm (48X)","27.5","-01h 00m 00s","NGC","","6","","Cen","-99","-01h 00m 00s","-01h 00m 00s","2020-04-22","-47.48333","-999","-35.23","219.76","999","No","14.96","309.1","-0.0044883","07h 46m 56s","C80","-0.7711391","","3.7","","139.49","NGC5139","0","28x","63.47","1","0","81","0","100","0","13.446667","-02h 00m 00s","","-02h 00m 00s","36","","No","0","39","20.1278476","-6.48","2020-04-22 12:49:36","12h 28m 50s","Globular","!!!, glob. cl. , omega Cen",""
"0","999","-19.13","","","","0","216.13","21mm (48X)","27.5","-01h 00m 00s","NGC","","7","","Ara","-99","-01h 00m 00s","-01h 00m 00s","2020-06-21","-48.41667","-999","-25.17","263.69","999","No","-7.17","341.43","-0.0024654","03h 48m 14s","C81","-1.1538425","","8.2","","130.56","NGC6352","0","28x","35.65","3","0","82","0","100","0","17.424999","-02h 00m 00s","","-02h 00m 00s","7","","No","0","64.73","21.0846063","-7.42","2020-06-22 05:51:04","16h 27m 32s","Globular","Cl (not neb), pF, L",""
"0","999","-23.98","","","","0","222.02","21mm (48X)","27.5","-01h 00m 00s","NGC","","7","","Ara","-99","-01h 00m 00s","-01h 00m 00s","2020-06-10","-48.76667","-999","-26.3","255.67","999","No","-1.57","336.7","-0.003055","04h 32m 26s","C82","-0.6035083","","5.2","","135.72","NGC6193","0","28x","41.78","2","0","83","0","100","0","16.688334","-02h 00m 00s","","-02h 00m 00s","15","","No","0","58.07","19.7087708","-7.77","2020-06-11 00:03:17","15h 43m 20s","Open","Cl, vL, lRi, lC, rrr, F neb inv",""
"0","999","-53.14","","","","0","246.62","21mm (48X)","27.5","-01h 00m 00s","NGC","","6","","Cen","-99","-01h 00m 00s","-01h 00m 00s","2020-04-16","-49.46667","-999","-38.65","217.01","999","No","13.34","305.26","-0.004353","08h 08m 20s","C83","-2.3733858","","9","","135.81","NGC4945","0","27x","67.91","2","0","84","55","100","0","13.09","-02h 00m 00s","","-02h 00m 00s","20","","No","0","41.09","24.1334645","-8.47","2020-04-17 02:12:04","12h 07m 26s","Galaxy","B, vL, vmE 39deg",""
"0","999","-47.89","","","","0","239.81","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Cen","-99","-01h 00m 00s","-01h 00m 00s","2020-04-27","-51.36666","-999","-37.27","225.45","999","No","10.58","311.61","-0.004211","07h 27m 20s","C84","-1.1294086","","7.6","","137.56","NGC5286","0","28x","65.26","2","0","85","0","100","0","13.773334","-02h 00m 00s","","-02h 00m 00s","9","","No","0","43.19","21.0235215","-10.37","2020-04-27 12:27:55","12h 48m 26s","Globular","glob. cl. , vB, pL, R, rrr, st 15",""
"0","999","-83.32","","","","0","130.7","21mm (48X)","27.5","-01h 00m 00s","","","9","","Vel","-99","-01h 00m 00s","-01h 00m 00s","2020-01-25","-53.06667","-999","-66.42","164.87","999","No","-6.92","270.34","-0.0018464","-11h 26m 16s","C85","-0.5692658","","2.5","","97.22","IC2391","0","28x","-124.14","1","0","86","0","100","0","8.666667","-02h 00m 00s","","-02h 00m 00s","50","","No","0","71.35","19.6231645","-12.07","2020-02-09 14:11:58","07h 42m 02s","Open","",""
"0","999","-22.05","","","","0","210.82","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Ara","-99","-01h 00m 00s","-01h 00m 00s","2020-06-25","-53.66667","-999","-30.29","266.69","999","No","-11.96","338.17","-0.0021184","03h 33m 02s","C86","-1.2711921","","5.7","","125.56","NGC6397","0","28x","34.56","1","0","87","0","100","0","17.678333","-02h 00m 00s","","-02h 00m 00s","25","","No","0","68.48","21.3779801","-12.67","2020-06-26 02:37:56","16h 42m 44s","Globular","glob. cl. , B, vL, Ri, st 13",""
"0","999","-38.13","","","","0","133.51","21mm (48X)","27.5","-01h 00m 00s","NGC","","9","","Hor","-99","-01h 00m 00s","-01h 00m 00s","2019-11-03","-55.21667","-999","-67.28","9.35","999","No","-52.12","270.54","0.0021787","-05h 58m 34s","C87","-1.209024","","8.4","","66.36","NGC1261","0","28x","-56.52","3","0","88","0","100","0","3.205","-02h 00m 00s","","-02h 00m 00s","6","","No","0","112.16","21.22256","-14.22","2019-11-18 05:55:07","02h 14m 20s","Globular","glob. cl. , B, L, R, rr",""
"0","999","-39.47","","","","0","227.01","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Cir","-99","-01h 00m 00s","-01h 00m 00s","2020-05-17","-55.6","-999","-36.46","241.04","999","No","2.45","321.15","-0.0035991","06h 08m 02s","C88","-1.3313258","","7.9","","135.28","NGC5823","0","28x","58.14","3","0","89","0","100","0","15.095","-02h 00m 00s","","-02h 00m 00s","10","","No","0","51.45","21.5283145","-14.6","2020-05-17 16:30:45","14h 07m 44s","Open","Cl, cL, Ri, lCM, st 13...14",""
"0","999","-32.79","","","","0","217.35","21mm (48X)","27.5","-01h 00m 00s","NGC","","10","","Nor","-99","-01h 00m 00s","-01h 00m 00s","2020-06-04","-57.9","-999","-35.88","253.74","999","No","-5.41","327.76","-0.0028867","04h 54m 50s","C89","-0.4896883","","5.4","","130.13","NGC6087","0","28x","48.51","2","0","90","0","100","0","16.315001","-02h 00m 00s","","-02h 00m 00s","12","","No","0","60.01","19.4242208","-16.9","2020-06-05 07:19:31","15h 20m 56s","Open","Cl, B, L, lC, st 7...10",""
